2219,Muffin Mix - Oatmeal,1590,7,Dozen,42.96,688,36,4,0
2220,Butter - Salted,512,3,12 box,44.46,428,47,9,0
2221,Energy - Boo - Koo,1726,5,1 box,25.87,677,78,93,0
2222,Cotton Wet Mop 16 Oz,585,7,12 box,28.74,356,84,38,0
2223,"Soup - Knorr, Classic Can. Chili",883,5,Dozen,44.72,590,69,75,0
2224,"Tomatoes - Cherry, Yellow",210,4,packs,44.62,416,22,73,0
2225,"Juice - Cranberry, 341 Ml",142,8,100 packs,8.09,377,83,61,0
2226,"Nut - Hazelnut, Whole",1651,4,1kg pack,38.91,903,72,69,0
2227,"Tortillas - Flour, 12",1180,4,1kg pack,29.04,453,24,91,0
2228,Tomatoes - Roma,1726,2,100 packs,40.3,288,86,29,0
2229,Chickhen - Chicken Phyllo,1608,1,30 packs,31.81,732,12,86,0
2230,Beans - Wax,1852,2,300 grams,18.71,550,54,38,0
2231,Tea - Vanilla Chai,1076,7,30 packs,11.59,335,61,3,0
2232,Rootbeer,1787,3,20x 100 grams,9.89,829,96,100,0
2233,"Beans - Fava, Canned",29,8,100 grams,34.59,994,15,16,0
2234,Oil - Pumpkinseed,1036,6,12 pieces,45.03,362,75,72,0
2235,Chicken Breast Halal,1275,4,1 box,6.22,908,92,72,0
2236,Trout - Smoked,1420,3,100 grams,18.89,535,34,23,0
2237,Hold Up Tool Storage Rack,884,8,Dozen,40.35,100,24,98,0
2238,"Asparagus - White, Canned",1563,3,packs,32.74,736,74,63,0
2239,"Soup - French Onion, Dry",1211,2,packs,28.93,901,1,62,0
2240,Ice Cream Bar - Oreo Cone,1078,5,500 grams,17.98,547,29,29,0
2241,"Tart Shells - Sweet, 2",957,7,100 packs,29.08,275,44,71,0
2242,"Wine - White, Pinot Grigio",1514,1,12 pieces,29.19,408,88,50,0
2243,Tea - English Breakfast,684,4,2kg packs,43.25,496,68,6,0
2244,Cornflakes,1343,3,12 pieces,38.41,237,48,17,0
2245,Wine - Beaujolais Villages,15,7,packs,43.06,556,72,67,0
2246,Icecream Cone - Areo Chocolate,1955,1,30 packs,9.21,196,82,54,0
2247,Wine - Clavet Saint Emilion,435,7,16 kg pkg,15.16,401,21,89,0
2248,Cookie - Dough Variety,1935,3,2 pack,40.61,87,13,40,0
2249,Grouper - Fresh,1299,4,12 pieces,18.96,495,58,7,0
2250,Cheese - Swiss,1744,7,100 packs,28.72,142,34,3,0
2251,Flour - Pastry,565,8,Dozen,20.11,233,84,60,0
2252,"Coffee - Beans, Whole",1988,6,30 packs,49.44,313,33,96,0
2253,Wine - Ruffino Chianti Classico,957,8,1kg pack,30.58,597,86,57,0
2254,Longos - Burritos,652,6,100 packs,15.64,749,62,98,0
2255,Wine - Chateauneuf Du Pape,860,3,300 grams,31.19,13,89,66,0
2256,"Stock - Beef, White",1641,3,100 grams,40.85,228,64,83,0
2257,Sherry - Dry,569,2,Dozen,46.92,345,75,35,0
2258,Longos - Grilled Salmon With Bbq,1591,1,2kg packs,17.97,27,23,85,0
2259,Celery Root,1614,5,500 grams,24.35,34,28,34,0
2260,"Doilies - 12, Paper",1023,4,20x 100 grams,16.7,469,12,30,0
2261,Beer - Corona,202,5,500 grams,18.4,172,98,76,0
2262,Carbonated Water - Strawberry,1834,1,20x 100 grams,49.39,974,30,42,0
2263,Tea - Herbal I Love Lemon,989,3,20x 100 grams,14.47,763,96,75,0
2264,Vacuum Bags 12x16,1675,5,500 grams,34.41,808,56,11,0
2265,Flour - Masa De Harina Mexican,598,6,100 grams,31.96,171,33,85,0
2266,Pomello,954,8,1kg pack,31.62,133,63,18,0
2267,Tomatoes - Hot House,359,8,12 pieces,21.81,787,34,81,0
2268,"Melon - Watermelon, Seedless",1445,3,16 kg pkg,36.08,17,42,29,0
2269,Wine - Winzer Krems Gruner,1352,2,2kg packs,11.86,639,36,65,0
2270,Cabbage - Savoy,715,7,1 box,21.3,640,11,39,0
2271,Beef - Top Butt Aaa,742,6,packs,12.51,404,15,41,0
2272,"Pasta - Rotini, Colour, Dry",662,6,12 box,13.03,203,43,11,0
2273,Steampan - Half Size Shallow,480,2,30 packs,43.31,314,27,48,0
2274,"Thyme - Lemon, Fresh",1344,3,packs,47.11,578,74,96,0
2275,Spring Roll Veg Mini,1525,8,20x 100 grams,15.57,284,60,31,0
2276,Cheese - Sheep Milk,1088,8,300 grams,16.15,163,5,83,0
2277,Napkin White,976,7,packs,6.54,404,100,90,0
2278,Apples - Spartan,567,3,300 grams,23.98,652,88,20,0
2279,Cheese - Stilton,1760,6,12 box,29.01,160,13,25,0
2280,Chicken - Whole Fryers,349,7,1kg pack,5.96,61,1,97,0
2281,Rabbit - Saddles,1351,4,30 packs,19.28,314,94,15,0
2282,Cake - Pancake,824,8,500 grams,20.85,419,23,54,0
2283,Irish Cream - Butterscotch,1978,7,1kg pack,10.49,132,31,11,0
2284,Bacardi Breezer - Tropical,837,2,500 grams,24.6,938,14,21,0
2285,"Water, Tap",527,6,Dozen,25.78,20,35,64,0
2286,Wine - Alsace Riesling Reserve,542,5,2kg packs,47.19,363,52,46,0
2287,Glaze - Clear,411,5,500 grams,20.71,529,64,69,0
2288,Wine - Domaine Boyar Royal,1341,1,2kg packs,14.08,765,21,19,0
2289,Onions - Cooking,450,6,16 kg pkg,29.47,619,59,74,0
2290,Coffee - Decaffeinato Coffee,1978,5,2 pack,11.61,983,46,58,0
2291,"Juice - Grape, White",695,4,Dozen,30.4,700,33,84,0
2292,Wine - Sake,1935,7,100 grams,46.04,959,37,88,0
2293,Bananas,1386,4,packs,8.39,874,51,45,0
2294,The Pop Shoppe - Root Beer,1629,1,20x 100 grams,12.21,163,92,41,0
2295,Coffee - Irish Cream,456,6,12 box,44.48,939,28,2,0
2296,Lamb - Whole Head Off,1023,1,100 grams,21.89,71,100,89,0
2297,Pork - Kidney,1640,3,16 kg pkg,47.81,212,4,89,0
2298,Cocoa Powder - Natural,1199,3,30 packs,25.54,217,25,80,0
2299,Pasta - Cheese / Spinach Bauletti,1252,7,100 packs,13.71,237,48,85,0
2300,"Yogurt - Blueberry, 175 Gr",1669,5,20x 100 grams,11.1,760,74,3,0
2301,"Pork - Loin, Bone - In",1465,4,16 kg pkg,25.8,860,32,72,0
2302,Wine - Chablis 2003 Champs,988,3,2kg packs,23.66,724,50,40,0
2303,Taro Root,1486,4,1kg pack,11.69,900,42,48,0
2304,"Chicken - White Meat, No Tender",191,4,100 grams,28.97,840,30,76,0
2305,Beef - Tenderloin Tails,1599,5,100 grams,22.33,67,10,36,0
2306,Syrup - Pancake,1397,5,16 kg pkg,23.42,476,3,66,0
2307,Pomegranates,1224,5,16 kg pkg,35.5,547,10,89,0
2308,Wine - Zinfandel California 2002,749,3,2 pack,16.06,505,34,69,0
2309,Bread - Kimel Stick Poly,920,8,16 kg pkg,47.59,193,28,96,0
2310,"Brownies - Two Bite, Chocolate",1646,6,100 grams,12.06,275,72,73,1
2311,Chocolate - Milk Coating,895,1,500 grams,7.83,471,80,29,0
2312,Flour - Strong,1312,2,2 pack,29.7,277,54,88,0
2313,Glass Clear 8 Oz,1598,4,30 packs,43.82,185,94,14,0
2314,Sugar - Invert,1606,5,2 pack,18.32,520,55,68,0
2315,Veal - Nuckle,243,4,20x 100 grams,39.52,215,7,39,0
2316,Wine - White Cab Sauv.on,632,6,500 grams,11.85,761,53,86,0
2317,Wine - Pinot Noir Pond Haddock,360,8,1kg pack,42.3,264,2,18,0
2318,Beef - Top Sirloin - Aaa,896,2,16 kg pkg,14.23,755,6,59,0
2319,"Wine - White, Ej Gallo",1819,7,1kg pack,47.84,31,19,50,0
2320,Beans - French,932,7,100 grams,8.02,130,63,51,0
2321,Water - Spring 1.5lit,710,3,30 packs,23.58,156,82,39,0
2322,"Pasta - Lasagna, Dry",1585,4,1kg pack,20.7,465,29,53,0
2323,"Mushroom - Enoki, Fresh",681,2,100 packs,5.19,962,69,42,0
2324,Sugar - Fine,516,3,500 grams,29.96,609,24,3,0
2325,Noodles - Steamed Chow Mein,922,3,packs,13.85,311,93,20,0
2326,Figs,174,5,2kg packs,7.54,987,8,40,0
2327,Beef Flat Iron Steak,1660,3,300 grams,19.18,273,84,87,0
2328,Nantucket Apple Juice,418,2,300 grams,49.79,234,77,29,0
2329,"Vermouth - White, Cinzano",295,5,2 pack,41.54,588,43,18,0
2330,Island Oasis - Magarita Mix,745,1,Dozen,25.83,462,3,64,0
2331,"Spoon - Soup, Plastic",1452,3,2 pack,30.03,677,91,55,0
2332,Shrimp - Black Tiger 26/30,503,4,20x 100 grams,9.92,909,26,5,0
2333,Snapple Lemon Tea,479,6,12 box,48.19,633,99,84,0
2334,Water Chestnut - Canned,1895,6,2 pack,36.59,307,75,39,0
2335,Appetizer - Asian Shrimp Roll,1486,6,16 kg pkg,43.05,502,54,25,0
2336,Hold Up Tool Storage Rack,481,5,2 pack,16.34,110,29,77,0
2337,Longos - Burritos,1751,1,Dozen,32.49,302,30,99,0
2338,Swiss Chard,1844,8,500 grams,28.13,923,58,93,0
2339,Salt - Seasoned,847,5,12 box,12.37,311,82,87,0
2340,Blackberries,1112,7,100 packs,37.9,725,99,73,0
2341,Sausage - Blood Pudding,552,2,12 box,14.42,890,25,96,0
2342,Sauce Bbq Smokey,60,3,500 grams,20.6,9,55,85,0
2343,Rice - Long Grain,1413,2,12 box,43.27,38,64,32,0
2344,Vaccum Bag - 14x20,945,3,1kg pack,28.01,513,87,19,0
2345,Lighter - Bbq,478,7,packs,37.25,406,32,61,0
2346,"Bread - Roll, Calabrese",149,3,1kg pack,41.37,20,28,88,0
2347,Muffin Puck Ww Carrot,822,4,1kg pack,12.95,470,10,31,0
2348,Beans - Green,55,2,Dozen,28.74,140,3,94,0
2349,Food Colouring - Pink,1994,2,100 grams,25.2,499,98,76,0
2350,Cheese - Grana Padano,477,7,30 packs,24.31,485,6,47,0
2351,"Sprite, Diet - 355ml",736,6,20x 100 grams,13.88,526,10,2,0
2352,Daikon Radish,208,6,2 pack,46.85,123,64,20,0
2353,Filter - Coffee,792,7,30 packs,42.07,377,89,100,0
2354,"Rum - Cream, Amarula",1873,7,12 box,18.37,90,65,6,0
2355,Turkey Leg With Drum And Thigh,1111,1,500 grams,21.08,370,31,16,0
2356,Cake Slab,1195,8,100 grams,29.04,990,17,44,0
2357,Raspberries - Frozen,1382,5,300 grams,27.75,601,83,4,0
2358,"Wine - White, Pelee Island",731,8,16 kg pkg,43.97,837,90,97,0
2359,Mayonnaise,1473,8,500 grams,35.54,771,52,41,0
2360,Cake - Dulce De Leche,1781,1,2 pack,26.84,400,31,13,0
2361,Containter - 3oz Microwave Rect.,656,4,2 pack,39.87,912,83,77,0
2362,Squash - Sunburst,168,7,100 packs,5.73,971,9,27,0
2363,Dr. Pepper - 355ml,6,6,1 box,49.24,169,94,93,0
2364,Chambord Royal,259,5,300 grams,42.01,308,34,23,0
2365,Tofu - Firm,1218,6,16 kg pkg,26.65,966,59,16,0
2366,"Wine - Cahors Ac 2000, Clos",1380,1,100 grams,41.85,593,75,89,0
2367,Beans - Green,1293,6,30 packs,15.28,357,26,55,0
2368,Sloe Gin - Mcguinness,1078,6,300 grams,33.46,810,18,95,0
2369,"Brocolinni - Gaylan, Chinese",1091,4,300 grams,33.08,212,95,39,0
2370,Rice - Long Grain,1761,6,12 box,5.3,275,90,58,0
2371,Pepper - Orange,530,8,20x 100 grams,30.36,79,50,31,0
2372,"Capon - Breast, Wing On",839,4,2 pack,39.22,933,73,83,0
2373,"Veal - Inside Round / Top, Lean",1715,6,12 pieces,45.49,307,14,68,0
2374,Pails With Lids,1484,5,500 grams,49.73,37,67,63,0
2375,Tomatoes - Cherry,333,2,1 box,21.8,955,79,51,0
2376,Thermometer Digital,1575,5,1 box,44.42,828,58,86,1
2377,Coffee Beans - Chocolate,55,5,500 grams,29.47,794,15,31,0
2378,Soup - Boston Clam Chowder,1472,3,packs,47.95,811,67,55,0
2379,Blackberries,1740,4,Dozen,42.62,127,27,38,0
2380,Chocolate Eclairs,879,1,100 packs,34.35,970,75,85,0
2381,Wine - Duboeuf Beaujolais,1344,4,Dozen,31.81,598,10,99,0
2382,Syrup - Kahlua Chocolate,1448,7,2 pack,46.22,449,33,93,0
2383,Soup - Campbells Beef Strogonoff,687,4,Dozen,45.8,77,61,34,0
2384,Tea - Camomele,1430,3,1 box,16.17,34,41,41,0
2385,Food Colouring - Pink,1691,3,300 grams,19.55,484,53,90,0
2386,Flavouring Vanilla Artificial,1740,6,12 box,32.41,205,8,39,0
2387,Beer - Heinekin,1734,6,20x 100 grams,40.53,478,65,2,0
2388,Oregano - Fresh,285,1,Dozen,7.61,696,8,46,0
2389,"Turkey - Breast, Bone - In",1754,7,1 box,46.87,631,65,35,0
2390,Bread Base - Gold Formel,836,3,12 box,6.12,581,29,55,0
2391,Pork - Belly Fresh,1429,3,100 grams,16.82,208,77,64,0
2392,"Veal - Brisket, Provimi,bnls",405,8,20x 100 grams,25.6,828,65,45,0
2393,Milk - Homo,1697,5,12 pieces,33.8,497,92,52,0
2394,Wine - Pinot Grigio Collavini,549,6,16 kg pkg,26.99,158,32,43,0
2395,Dehydrated Kelp Kombo,463,1,100 packs,30.96,415,5,86,0
2396,Sprouts - Baby Pea Tendrils,1624,6,12 pieces,9.78,311,72,35,0
2397,Fiddlehead - Frozen,935,5,packs,12.51,129,1,16,0
2398,Wine - Trimbach Pinot Blanc,1682,2,100 grams,30.69,20,20,100,0
2399,Wiberg Super Cure,724,6,500 grams,44.93,88,6,54,0
2400,"Juice - Orange, Concentrate",1740,5,20x 100 grams,25.44,227,19,83,0
2401,Muffin Mix - Oatmeal,920,7,packs,14.83,507,47,14,0
2402,Wine - Maipo Valle Cabernet,1814,3,12 pieces,34.84,716,47,34,0
2403,Vinegar - Sherry,1696,4,12 pieces,39.56,700,48,63,0
2404,Cookies - Fortune,1153,6,100 packs,19.49,303,85,62,0
2405,Lemon Tarts,1633,7,12 box,38.52,432,5,19,0
2406,Cheese - Swiss Sliced,1507,2,Dozen,28.71,812,77,13,0
2407,Carrots - Jumbo,1107,3,300 grams,25.76,310,2,32,0
2408,Spice - Montreal Steak Spice,224,3,100 packs,26.47,927,56,16,0
2409,Beer - Blue,1874,1,1kg pack,40.31,80,94,13,0
2410,Soup Bowl Clear 8oz92008,1270,4,30 packs,27.94,364,95,97,0
2411,"Pepper - Black, Ground",1710,3,16 kg pkg,33.23,776,47,21,0
2412,Ham - Procutinni,839,4,2kg packs,42.69,302,42,90,0
2413,Ham - Virginia,72,3,1kg pack,39.64,614,16,81,0
2414,Shrimp - Black Tiger 6 - 8,694,8,300 grams,47.74,245,63,76,0
2415,Bread Crumbs - Panko,402,3,2 pack,24.05,633,14,86,0
2416,Cleaner - Bleach,1559,4,16 kg pkg,11.55,576,85,49,0
2417,Flour - Chickpea,488,8,12 pieces,30.41,255,58,100,0
2418,"Nut - Almond, Blanched, Ground",1221,5,500 grams,18.57,373,29,2,0
2419,"Mushroom - Shitake, Dry",298,1,2 pack,22.15,914,86,54,0
2420,"Beans - Kidney, Red Dry",1585,6,12 box,5.35,817,44,22,0
2421,"7up Diet, 355 Ml",14,7,500 grams,23.76,566,7,38,0
2422,Bread - Corn Muffaletta,983,7,1 box,19.03,257,27,48,0
2423,Tray - 12in Rnd Blk,384,3,Dozen,13.03,688,69,82,0
2424,Sage Derby,1583,1,2 pack,44.07,826,36,67,0
2425,Lettuce - Arugula,1378,8,30 packs,17.23,9,85,85,0
2426,Beef - Texas Style Burger,1804,5,30 packs,49.07,50,48,94,0
2427,"Soup - Campbells, Classic Chix",1432,8,100 grams,5.3,859,96,73,0
2428,Ecolab - Ster Bac,1712,2,20x 100 grams,42.3,905,100,3,0
2429,Juice - Apple 284ml,789,5,12 pieces,37.52,385,32,67,0
2430,Food Colouring - Blue,1962,3,20x 100 grams,42.79,252,6,34,0
2431,Flour - Rye,1058,2,Dozen,8.72,680,97,54,0
2432,Burger Veggie,914,3,2 pack,34.68,880,56,47,0
2433,Clam - Cherrystone,639,7,12 box,12.44,491,68,73,0
2434,Artichoke - Fresh,1584,3,500 grams,32.26,207,23,68,0
2435,Syrup - Monin - Blue Curacao,242,4,12 box,27.26,625,37,51,0
2436,Veal - Provimi Inside,630,8,500 grams,49.29,759,23,46,0
2437,Rice - Wild,1771,4,1 box,6.26,1000,28,39,0
2438,Cod - Fillets,186,2,20x 100 grams,48.57,844,54,18,0
2439,Cheese - Stilton,991,5,12 box,19.15,189,87,22,0
2440,Avocado,1114,1,300 grams,36.5,171,16,22,0
2441,Soup - French Can Pea,283,5,300 grams,23.02,70,75,92,0
2442,Beef Ground Medium,950,3,1 box,23.45,529,73,65,0
2443,Bread Base - Toscano,310,2,20x 100 grams,21.15,332,5,57,0
2444,"Cheese - Mozzarella, Buffalo",1228,3,30 packs,8.64,940,84,16,0
2445,Wine - Valpolicella Masi,633,1,2kg packs,15.03,158,12,64,0
2446,Coffee - Hazelnut Cream,370,7,20x 100 grams,14.8,24,71,55,0
2447,Tea - Herbal - 6 Asst,361,2,1 box,36.63,253,8,45,0
2448,Teriyaki Sauce,880,8,16 kg pkg,5.08,347,86,55,0
2449,Triple Sec - Mcguinness,644,4,100 packs,45.35,321,18,60,0
2450,Steampan - Foil,1079,7,12 pieces,14.76,684,22,19,0
2451,Allspice - Jamaican,487,7,Dozen,38.24,698,36,28,0
2452,Wine - Shiraz Wolf Blass Premium,159,2,packs,38.81,131,17,59,0
2453,Greens Mustard,1287,6,12 box,19.78,297,99,86,0
2454,Ice Cream - Fudge Bars,1576,1,12 pieces,44.88,718,18,7,0
2455,Peas Snow,1270,5,1 box,9.56,511,45,27,0
2456,Spinach - Frozen,39,3,20x 100 grams,5.78,835,92,5,0
2457,"Beef - Bones, Cut - Up",759,6,Dozen,33.89,905,26,23,0
2458,Cheese - Swiss Sliced,1569,7,1 box,35.09,689,58,52,0
2459,Lemons,294,1,300 grams,18.39,239,90,93,0
2460,Cheese - Swiss,153,3,300 grams,10.23,62,80,90,0
2461,Soup V8 Roasted Red Pepper,187,6,12 box,23.66,442,21,88,0
2462,"Bread - White, Sliced",1564,8,16 kg pkg,48.02,748,49,32,0
2463,Milk - Skim,91,5,1kg pack,36.85,377,39,19,0
2464,Longos - Burritos,953,3,100 packs,5.31,960,55,43,0
2465,Thermometer Digital,1610,8,30 packs,13.93,436,58,30,0
2466,Ice Cream Bar - Drumstick,740,8,300 grams,42.16,513,85,33,0
2467,Tart - Lemon,185,7,300 grams,16.57,553,73,54,0
2468,Cheese - Cambozola,1918,1,12 pieces,5.85,27,1,81,0
2469,"Wine - Red, Marechal Foch",745,1,1kg pack,26.71,973,26,64,0
2470,Ice Cream Bar - Oreo Cone,1875,8,16 kg pkg,20.01,344,41,61,0
2471,Pepper - Gypsy Pepper,1698,3,30 packs,32.44,65,22,89,0
2472,"Chilli Paste, Sambal Oelek",1928,7,packs,41.08,142,30,6,0
2473,Bar Energy Chocchip,1798,7,100 packs,15.97,919,13,27,0
2474,"Pepper - Chillies, Crushed",369,1,500 grams,13.52,320,29,24,0
2475,Wine - Manischewitz Concord,1554,2,100 grams,34.35,622,66,82,0
2476,Pasta - Angel Hair,1054,5,2 pack,46.62,926,37,34,0
2477,Lettuce - Sea / Sea Asparagus,524,3,2 pack,5.05,280,58,77,0
2478,Vinegar - Champagne,436,5,2kg packs,25.49,513,49,68,0
2479,"Beef - Ox Tail, Frozen",703,6,20x 100 grams,5.62,116,75,67,0
2480,Basil - Fresh,244,3,2 pack,6.63,756,10,86,0
2481,Pastry - Chocolate Marble Tea,1143,1,12 pieces,38.35,958,81,56,0
2482,Anchovy Paste - 56 G Tube,1021,3,1 box,25.63,358,43,13,0
2483,"Oil - Shortening,liqud, Fry",1672,4,Dozen,28.93,470,95,98,0
2484,Cheese - Cambozola,138,6,100 grams,21.19,804,25,90,0
2485,Coconut - Whole,398,1,12 box,32.53,754,93,79,0
2486,Soup - Campbells Mushroom,49,5,1kg pack,47.46,396,12,69,0
2487,Artichoke - Fresh,1565,2,12 box,27.21,833,58,39,0
2488,Peppercorns - Pink,1354,8,500 grams,38.2,656,59,24,0
2489,Beer - True North Strong Ale,271,3,1kg pack,25.38,591,71,19,0
2490,Galliano,1076,3,500 grams,15.56,347,97,49,0
2491,Pail With Metal Handle 16l White,49,4,500 grams,43.83,392,50,15,0
2492,Foil Cont Round,1043,6,2kg packs,5.74,155,54,39,0
2493,Wine - Delicato Merlot,283,2,2kg packs,17.86,443,52,65,0
2494,Flour - Strong Pizza,383,6,1 box,18.88,663,17,6,0
2495,"Sole - Dover, Whole, Fresh",1962,3,12 box,29.06,25,54,54,0
2496,Bols Melon Liqueur,1267,1,2kg packs,21.2,250,93,86,0
2497,Lettuce - Iceberg,189,7,Dozen,33.54,238,28,92,0
2498,Cafe Royale,901,1,2kg packs,16.05,814,92,53,0
2499,Banana - Leaves,668,8,100 packs,32.44,304,96,65,0
2500,Pur Value,1973,6,12 pieces,38.66,573,76,44,0
2501,Mcgillicuddy Vanilla Schnap,333,4,30 packs,17.46,201,33,39,0
2502,Bread - Frozen Basket Variety,148,3,1kg pack,17.82,907,78,72,0
2503,Mackerel Whole Fresh,1123,6,300 grams,42.34,6,52,51,0
2504,Pork - Backfat,1097,5,500 grams,33.68,700,93,23,0
2505,Kiwano,1501,4,packs,13.42,163,15,80,0
2506,Soup Campbells Turkey Veg.,383,8,30 packs,22.3,138,34,88,0
2507,Asparagus - Mexican,344,1,2kg packs,28.38,289,89,63,0
2508,"Wine - Red, Mosaic Zweigelt",1442,1,100 packs,39.41,556,87,56,0
2509,Ecolab - Solid Fusion,1230,2,1kg pack,42.44,788,22,8,0
2510,Beef - Top Butt Aaa,992,7,1 box,28.58,914,89,100,0
2511,Lamb - Bones,348,3,12 box,47.9,802,87,88,0
2512,Wine - Chardonnay Mondavi,1435,4,Dozen,24.77,78,96,84,0
2513,Appetizer - Cheese Bites,1260,5,100 grams,12.07,121,97,69,0
2514,Tea - Camomele,935,8,Dozen,14.27,227,89,91,0
2515,Sour Puss Raspberry,1019,4,2 pack,28.74,353,83,69,0
2516,"Sugar - Sweet N Low, Individual",1013,5,300 grams,16.83,374,36,14,0
2517,"Tart Shells - Sweet, 4",123,6,Dozen,44.41,561,47,87,0
2518,Tuna - Salad Premix,1257,5,100 packs,45.81,589,82,12,0
2519,"Pepper - Julienne, Frozen",717,5,16 kg pkg,48.85,773,10,5,0
2520,Coffee - Dark Roast,529,3,500 grams,12.68,788,71,78,0
2521,Oranges,576,7,16 kg pkg,32.91,536,14,74,0
2522,Carbonated Water - Raspberry,1098,6,300 grams,18.08,857,61,94,0
2523,Aspic - Light,446,1,100 packs,43.3,490,22,100,0
2524,Lid Coffee Cup 8oz Blk,324,7,Dozen,16.09,957,4,3,0
2525,Puff Pastry - Sheets,997,6,100 packs,22.55,502,92,14,0
2526,Beer - Molson Excel,22,6,12 pieces,29.44,260,67,96,0
2527,"Bread - White, Sliced",763,1,1kg pack,20.54,648,88,29,0
2528,Cake - Mini Potato Pancake,674,6,100 packs,38.64,966,99,11,0
2529,Pate - Cognac,705,8,20x 100 grams,6.43,766,89,34,0
2530,"Pasta - Elbows, Macaroni, Dry",1531,4,1 box,43.75,607,97,4,0
2531,Ecolab - Solid Fusion,1360,4,2kg packs,27.42,634,4,31,0
2532,Cheese - Shred Cheddar / Mozza,445,4,2kg packs,7.84,315,19,87,0
2533,"Bread - Bagels, Mini",113,3,100 grams,26.37,559,55,44,0
2534,Cheese - Parmesan Grated,954,5,30 packs,28.66,844,68,39,0
2535,Bar Mix - Lemon,499,7,100 packs,34.1,73,77,71,0
2536,Barley - Pearl,179,1,Dozen,34.02,719,48,87,0
2537,Bar - Granola Trail Mix Fruit Nut,1515,4,300 grams,43.38,446,55,28,0
2538,Coffee - French Vanilla Frothy,1438,6,2kg packs,36.03,363,8,46,0
2539,Muffin Mix - Raisin Bran,908,3,300 grams,39.49,936,25,2,0
2540,Island Oasis - Strawberry,1863,6,100 packs,44.9,254,88,25,0
2541,Lamb Rack Frenched Australian,1265,2,packs,38.56,515,87,45,0
2542,Foam Cup 6 Oz,1820,2,30 packs,8.92,973,71,95,0
2543,"Nut - Almond, Blanched, Sliced",1922,6,30 packs,29.24,897,74,91,0
2544,Yogurt - French Vanilla,669,1,20x 100 grams,5.28,986,67,85,1
2545,Beef - Short Ribs,1624,3,1 box,5.02,704,18,71,0
2546,Potatoes - Pei 10 Oz,1532,2,Dozen,25.3,378,19,33,0
2547,Rice Wine - Aji Mirin,1179,4,1 box,9.02,166,85,93,0
2548,Coriander - Ground,43,6,30 packs,18.93,997,12,10,0
2549,"Nut - Chestnuts, Whole",1990,6,1kg pack,30.92,946,31,85,0
2550,Crawfish,1635,8,2 pack,40.62,628,39,30,0
2551,Assorted Desserts,98,7,300 grams,29.4,513,49,11,0
2552,"Tomatoes - Diced, Canned",923,5,20x 100 grams,45.49,199,67,94,0
2553,"Oil - Truffle, Black",1299,5,300 grams,40.74,934,91,79,0
2554,Sugar - Splenda Sweetener,726,2,16 kg pkg,34.82,415,98,74,0
2555,Carbonated Water - Blackberry,849,1,300 grams,20.42,322,36,81,0
2556,"Veal - Brisket, Provimi, Bone - In",1622,5,12 pieces,49.55,668,19,21,0
2557,"Pepper - Black, Whole",82,1,16 kg pkg,43.41,80,2,55,0
2558,Pants Custom Dry Clean,454,4,1kg pack,31.56,977,72,39,0
2559,"Tortillas - Flour, 12",1801,3,Dozen,11.62,560,74,37,0
2560,Pecan Raisin - Tarts,536,1,500 grams,9.41,538,1,3,0
2561,Bread - Onion Focaccia,152,2,2kg packs,18.45,473,71,10,0
2562,"Croissant, Raw - Mini",1045,8,20x 100 grams,48.71,734,55,81,0
2563,Wine - Charddonnay Errazuriz,1557,8,300 grams,35.56,453,10,37,0
2564,Olives - Nicoise,1322,6,300 grams,9.83,55,35,91,0
2565,Foil - 4oz Custard Cup,1644,1,20x 100 grams,10.34,621,99,39,0
2566,Sugar - Fine,848,8,2kg packs,13.53,479,16,39,0
2567,Soap - Pine Sol Floor Cleaner,571,8,30 packs,5.12,705,31,59,0
2568,Soup - Campbells Chicken,1750,1,30 packs,32.16,679,18,64,0
2569,"Bread - Roll, Calabrese",1343,6,100 packs,11.18,881,39,67,0
2570,Beets - Pickled,549,5,1kg pack,8.49,350,20,54,0
2571,Cinnamon Rolls,1532,1,1 box,10.36,552,89,39,0
2572,Island Oasis - Wildberry,1176,7,packs,34.7,525,32,4,0
2573,Napkin White - Starched,1777,6,1 box,21.13,980,31,38,0
2574,"Tray - Foam, Square 4 - S",629,8,30 packs,27.31,723,59,27,0
2575,Chutney Sauce - Mango,273,1,16 kg pkg,47.21,396,2,89,0
2576,Wine - Beaujolais Villages,1262,4,100 grams,42.16,397,76,14,0
2577,Chutney Sauce,407,8,Dozen,34.41,456,42,20,0
2578,Veal - Bones,668,2,Dozen,49.3,769,75,87,0
2579,Cheese - Grie Des Champ,584,2,16 kg pkg,8.48,680,90,91,0
2580,Tea - Mint,273,8,1 box,23.54,764,92,62,0
2581,Tea - Decaf 1 Cup,1271,2,packs,6.11,84,65,75,0
2582,Sole - Fillet,762,5,1kg pack,34.54,431,14,62,0
2583,Apple - Granny Smith,14,2,1kg pack,14.53,913,92,68,0
2584,Cheese - Parmigiano Reggiano,1943,6,12 pieces,39.89,880,82,39,0
2585,Wine - Segura Viudas Aria Brut,539,7,12 pieces,32.4,309,57,71,0
2586,Apricots - Halves,572,2,2kg packs,19.48,997,44,48,0
2587,"Doilies - 8, Paper",619,5,2 pack,28.12,926,42,41,0
2588,Banana,1710,3,1kg pack,45.78,857,23,73,0
2589,Cookie - Dough Variety,1083,5,1 box,9.23,888,24,41,0
